crop_year,crop_year_start,month,month_order,price_kind,market_level,product_type,unit,price,source_period,source_file
2021-2022,2021,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,70.16,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,70.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,3044.61,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,3000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,4235.73,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,4200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,3195.35,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,3250.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,72.11,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,70.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,96.7,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,74.29,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,3230.13,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,3300.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,4575.01,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,4650.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,3359.61,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,3350.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2022-2023,2022,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,73.27,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,70.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,97.86,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,95.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,75.93,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,3383.35,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,3300.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,4606.58,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,4650.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,3516.9,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,3400.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,85.61,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,88.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,102.7,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,88.95,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,90.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,3971.75,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,3800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,4800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,4800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,4113.09,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,4200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,85.47,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,101.07,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,88.86,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,90.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,3797.68,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,3800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,4545.2,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,4500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,3974.45,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,4000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,85.54,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,90.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,97.79,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,95.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,88.43,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,90.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,3702.47,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,3750.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,4404.36,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,4500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,3875.11,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,3800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,85.48,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,97.22,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,95.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,88.09,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,3698.41,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,3750.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,4471.37,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,4700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,3843.06,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,3800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,87.36,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,98.34,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,95.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,89.29,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,90.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,3761.82,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,3850.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,4559.55,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,4700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,3870.28,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,3900.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,86.98,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,98.06,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,95.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,89.33,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,90.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,3623.24,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,3650.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,4362.43,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,4300.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,3775.26,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,3700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,86.63,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,98.86,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,95.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,89.7,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,90.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,3581.07,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,3550.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,4258.04,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,4300.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,3722.29,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,3700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,86.13,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_06_lattice.csv
2022-2023,2022,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,97.43,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_05_lattice.csv
