crop_year,crop_year_start,month,month_order,price_kind,market_level,product_type,unit,price,source_period,source_file
2020-2021,2020,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,46.5,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,48.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1821.88,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,2311.56,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,2300.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,1963.75,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,1900.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.9,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,53.13,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,55.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,46.57,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,48.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1827.25,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,2312.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,2350.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,1979.67,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,1900.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.18,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,52.84,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,55.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,46.54,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,48.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1835.94,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,2309.38,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,2350.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,2031.67,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,1950.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.31,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,52.95,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,55.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,46.43,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,48.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1832.19,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,2309.06,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,2350.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,2037.09,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,1950.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2021-2022,2021,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.06,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,42.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,52.53,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,46.33,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1818.25,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,2343.25,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,2350.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,1987.67,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,1950.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.97,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,52.89,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,46.45,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,1812.19,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,1800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,2384.69,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,2400.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,1975.83,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,1950.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.18,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,53.7,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,55.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,46.64,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,1837.5,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,1850.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,2411.25,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,2450.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,1984.17,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,1950.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.2,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,54.13,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,55.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,46.77,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,48.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1848.75,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1850.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,2455.75,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,2450.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,1989.33,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,1950.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,46.11,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,48.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,57.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,60.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,47.84,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,48.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1957.19,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1950.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,2813.44,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,2900.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,2092.08,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,2200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,49.8,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,50.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,67.13,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,68.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,52.75,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,55.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,2009.59,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,2000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,2981.25,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,2950.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,2133.75,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,2120.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,50.68,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,50.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,67.34,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,68.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,53.29,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,55.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,2044.49,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,2000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,2983.17,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,2950.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,2163.7,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,2180.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,52.1,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,50.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,68.37,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,70.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,54.4,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,52.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,2316.27,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,2300.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,3134.9,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,3100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,2422.03,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,2350.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,57.14,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,55.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,69.89,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,70.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,59.18,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,60.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,2570.79,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,2550.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,3234.79,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,3250.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,2701.19,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,2700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,61.52,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,60.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,74.84,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,70.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,63.75,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,65.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,2738.74,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,2700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,2560.6,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,2850.04,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,2800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,67.96,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,70.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
2021-2022,2021,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,89.9,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_07_lattice.csv
2021-2022,2021,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,90.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_08_lattice.csv
