crop_year,crop_year_start,month,month_order,price_type,sugar_class,product_type,unit,raw_value,survey_status,price,include_in_analysis,source_period,source_file
2016-2017,2016,September,1,Molasses,,molasses,PHP/MT,"9,900.00",reported,9900.0,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,082.64",reported,1082.64,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,652.85",reported,1652.85,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,October,2,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,October,2,Composite Price,,raw_sugar,PHP/LKg,"1,607.23",reported,1607.23,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,October,2,Molasses,,molasses,PHP/MT,"10,153.30",reported,10153.3,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,240.42",reported,1240.42,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,680.18",reported,1680.18,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,November,3,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,November,3,Composite Price,,raw_sugar,PHP/LKg,"1,644.99",reported,1644.99,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,November,3,Molasses,,molasses,PHP/MT,"10,189.27",reported,10189.27,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,253.24",reported,1253.24,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,546.48",reported,1546.48,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,December,4,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,December,4,Composite Price,,raw_sugar,PHP/LKg,"1,523.02",reported,1523.02,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,December,4,Molasses,,molasses,PHP/MT,"9,427.78",reported,9427.78,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2016-2017,2016,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,846.45",reported,1846.45,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,January,5,Composite Price,,raw_sugar,PHP/LKg,"1,846.45",reported,1846.45,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,January,5,Molasses,,molasses,PHP/MT,"8,796.17",reported,8796.17,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,827.63",reported,1827.63,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,February,6,Composite Price,,raw_sugar,PHP/LKg,"1,827.63",reported,1827.63,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,February,6,Molasses,,molasses,PHP/MT,"9,165.90",reported,9165.9,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,844.70",reported,1844.7,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,March,7,Composite Price,,raw_sugar,PHP/LKg,"1,844.70",reported,1844.7,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,March,7,Molasses,,molasses,PHP/MT,"8,931.73",reported,8931.73,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,849.46",reported,1849.46,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,April,8,Composite Price,,raw_sugar,PHP/LKg,"1,849.46",reported,1849.46,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,April,8,Molasses,,molasses,PHP/MT,"9,163.99",reported,9163.99,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,May,9,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,799.29",reported,1799.29,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,May,9,Composite Price,,raw_sugar,PHP/LKg,"1,799.29",reported,1799.29,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,May,9,Molasses,,molasses,PHP/MT,"9,020.30",reported,9020.3,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,June,10,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,717.50",reported,1717.5,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,June,10,Composite Price,,raw_sugar,PHP/LKg,"1,717.50",reported,1717.5,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,June,10,Molasses,,molasses,PHP/MT,"9,131.52",reported,9131.52,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,July,11,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,645.00",reported,1645.0,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,July,11,Composite Price,,raw_sugar,PHP/LKg,"1,645.00",reported,1645.0,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,July,11,Molasses,,molasses,PHP/MT,"7,585.00",reported,7585.0,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,August,12,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,805.00",reported,1805.0,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,August,12,Composite Price,,raw_sugar,PHP/LKg,"1,805.00",reported,1805.0,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2016-2017,2016,August,12,Molasses,,molasses,PHP/MT,"9,175.00",reported,9175.0,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_06_lattice.csv
2017-2018,2017,September,1,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,140.44",reported,1140.44,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,359.06",reported,1359.06,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,September,1,"""D"" World Market","""D""",raw_sugar,PHP/LKg,702.11,reported,702.11,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,September,1,Composite Price,,raw_sugar,PHP/LKg,"1,271.50",reported,1271.5,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,September,1,Molasses,,molasses,PHP/MT,"6,761.67",reported,6761.67,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,171.90",reported,1171.9,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,329.94",reported,1329.94,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,"""D"" World Market","""D""",raw_sugar,PHP/LKg,709.77,reported,709.77,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,Composite Price,,raw_sugar,PHP/LKg,"1,252.12",reported,1252.12,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,October,2,Molasses,,molasses,PHP/MT,"6,280.83",reported,6280.83,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,169.94",reported,1169.94,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,224.95",reported,1224.95,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,"""D"" World Market","""D""",raw_sugar,PHP/LKg,758.04,reported,758.04,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,Composite Price,,raw_sugar,PHP/LKg,"1,172.76",reported,1172.76,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,November,3,Molasses,,molasses,PHP/MT,"4,109.35",reported,4109.35,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,179.51",reported,1179.51,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,301.31",reported,1301.31,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,"""D"" World Market","""D""",raw_sugar,PHP/LKg,760.85,reported,760.85,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,Composite Price,,raw_sugar,PHP/LKg,"1,235.09",reported,1235.09,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,December,4,Molasses,,molasses,PHP/MT,"4,373.50",reported,4373.5,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2017-2018,2017,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,258.40",reported,1258.4,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,538.26",reported,1538.26,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,January,5,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,January,5,Composite Price,,raw_sugar,PHP/LKg,"1,517.13",reported,1517.13,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,January,5,Molasses,,molasses,PHP/MT,"9,078.78",reported,9078.78,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,318.97",reported,1318.97,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,470.36",reported,1470.36,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,February,6,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,February,6,Composite Price,,raw_sugar,PHP/LKg,"1,461.27",reported,1461.27,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,February,6,Molasses,,molasses,PHP/MT,"8,657.96",reported,8657.96,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,334.37",reported,1334.37,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,382.37",reported,1382.37,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,"""D"" World Market","""D""",raw_sugar,PHP/LKg,872.78,reported,872.78,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,Composite Price,,raw_sugar,PHP/LKg,"1,325.06",reported,1325.06,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,March,7,Molasses,,molasses,PHP/MT,"7,606.93",reported,7606.93,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,288.16",reported,1288.16,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,384.78",reported,1384.78,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,April,8,"""D"" World Market","""D""",raw_sugar,PHP/LKg,854.14,reported,854.14,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,April,8,Composite Price,,raw_sugar,PHP/LKg,"1,272.85",reported,1272.85,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,April,8,Molasses,,molasses,PHP/MT,"6,562.26",reported,6562.26,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,May,9,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,230.98",reported,1230.98,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,384.78",reported,1384.78,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,May,9,"""D"" World Market","""D""",raw_sugar,PHP/LKg,754.76,reported,754.76,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,May,9,Composite Price,,raw_sugar,PHP/LKg,"1,249.28",reported,1249.28,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,May,9,Molasses,,molasses,PHP/MT,"5,890.62",reported,5890.62,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,June,10,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,194.50",reported,1194.5,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,387.20",reported,1387.2,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,June,10,"""D"" World Market","""D""",raw_sugar,PHP/LKg,660.09,reported,660.09,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,June,10,Composite Price,,raw_sugar,PHP/LKg,"1,230.22",reported,1230.22,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,June,10,Molasses,,molasses,PHP/MT,"6,951.62",reported,6951.62,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,July,11,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,157.11",reported,1157.11,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,323.92",reported,1323.92,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,July,11,"""D"" World Market","""D""",raw_sugar,PHP/LKg,636.61,reported,636.61,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,July,11,Composite Price,,raw_sugar,PHP/LKg,"1,176.45",reported,1176.45,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,July,11,Molasses,,molasses,PHP/MT,"8,275.57",reported,8275.57,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,August,12,"""A"" Export","""A""",raw_sugar,PHP/LKg,terminated,terminated,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,August,12,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,August,12,Composite Price,,raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2017-2018,2017,August,12,Molasses,,molasses,PHP/MT,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_05_lattice.csv
2018-2019,2018,September,1,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,171.17",reported,1171.17,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,696.82",reported,1696.82,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,September,1,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,September,1,Composite Price,,raw_sugar,PHP/LKg,"1,693.53",reported,1693.53,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,September,1,Molasses,,molasses,PHP/MT,"8,020.00",reported,8020.0,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,173.19",reported,1173.19,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,628.55",reported,1628.55,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,October,2,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,October,2,Composite Price,,raw_sugar,PHP/LKg,"1,605.78",reported,1605.78,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,October,2,Molasses,,molasses,PHP/MT,"8,057.80",reported,8057.8,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,182.64",reported,1182.64,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,541.68",reported,1541.68,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,November,3,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,November,3,Composite Price,,raw_sugar,PHP/LKg,"1,523.73",reported,1523.73,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,November,3,Molasses,,molasses,PHP/MT,"8,028.60",reported,8028.6,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,263.90",reported,1263.9,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,563.12",reported,1563.12,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,December,4,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,December,4,Composite Price,,raw_sugar,PHP/LKg,"1,548.16",reported,1548.16,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,December,4,Molasses,,molasses,PHP/MT,"7,879.34",reported,7879.34,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2018-2019,2018,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,153.23",reported,1153.23,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,390.76",reported,1390.76,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,January,5,"""D"" World Market","""D""",raw_sugar,PHP/LKg,663.56,reported,663.56,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,January,5,Composite Price,,raw_sugar,PHP/LKg,"1,313.45",reported,1313.45,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,January,5,Molasses,,molasses,PHP/MT,"4,651.46",reported,4651.46,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,139.23",reported,1139.23,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,386.26",reported,1386.26,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,February,6,"""D"" World Market","""D""",raw_sugar,PHP/LKg,635.62,reported,635.62,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,February,6,Composite Price,,raw_sugar,PHP/LKg,"1,363.93",reported,1363.93,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,February,6,Molasses,,molasses,PHP/MT,"5,438.75",reported,5438.75,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,112.54",reported,1112.54,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,518.33",reported,1518.33,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,March,7,"""D"" World Market","""D""",raw_sugar,PHP/LKg,619.53,reported,619.53,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,March,7,Composite Price,,raw_sugar,PHP/LKg,"1,484.99",reported,1484.99,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,March,7,Molasses,,molasses,PHP/MT,"6,607.73",reported,6607.73,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,135.38",reported,1135.38,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,651.65",reported,1651.65,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,April,8,"""D"" World Market","""D""",raw_sugar,PHP/LKg,624.31,reported,624.31,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,April,8,Composite Price,,raw_sugar,PHP/LKg,"1,618.71",reported,1618.71,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2018-2019,2018,April,8,Molasses,,molasses,PHP/MT,"7,230.10",reported,7230.1,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_03_lattice.csv
2019-2020,2019,September,1,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,097.37",reported,1097.37,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,519.10",reported,1519.1,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,September,1,Composite Price,,raw_sugar,PHP/LKg,"1,498.01",reported,1498.01,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,September,1,Molasses,,molasses,PHP/MT,"10,714.73",reported,10714.73,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,118.81",reported,1118.81,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,481.65",reported,1481.65,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,October,2,Composite Price,,raw_sugar,PHP/LKg,"1,463.51",reported,1463.51,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,October,2,Molasses,,molasses,PHP/MT,"11,948.09",reported,11948.09,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,191.42",reported,1191.42,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
