crop_year,month,month_order,price_kind,market_level,product_type,unit,value_position,price,source_period,source_file
2024-2025,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3300.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3300.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3250.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3300.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3300.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3300.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3600.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3300.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3600.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2025-2026,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2025-2026,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2025-2026,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3400.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2025-2026,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2025-2026,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2025-2026,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2023-2024,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3512.47,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3773.07,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,3,4016.97,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,83.87,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,86.25,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,93.08,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3380.58,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3675.63,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3924.17,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,83.02,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,85.14,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,91.44,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3265.66,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3524.02,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3826.74,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,81.48,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,84.62,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,91.06,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3122.13,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3335.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3620.5,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,79.83,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,82.74,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,88.72,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1,2942.95,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3138.71,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3521.57,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,77.66,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,81.75,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,86.96,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1,2914.64,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3100.96,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3496.67,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,76.52,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,81.17,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,86.27,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1,2976.43,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3087.46,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3568.86,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,76.33,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,79.51,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.4,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3024.21,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3129.81,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3631.43,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,76.2,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,78.27,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.85,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3053.67,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3146.9,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3674.49,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,77.04,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,79.11,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.54,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3047.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3156.93,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3674.12,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,78.07,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,79.79,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,86.73,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3031.37,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3165.87,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3663.15,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,77.5,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,79.62,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.63,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3025.31,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3164.43,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3614.38,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,76.92,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,78.77,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,84.66,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_03_lattice.csv
2023-2024,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3750.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,3,4000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,90.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,95.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3750.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,3,4000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,95.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3350.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,3,4000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,90.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3400.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1,2950.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1,2950.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1,2900.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3050.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,85.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3600.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
2023-2024,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_04_lattice.csv
