crop_year,month,month_order,price_kind,market_level,product_type,unit,value_position,price,source_period,source_file
2019-2020,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1880.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,3,22550.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2250.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2250.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2024-2025,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3024.22,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3166.43,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3593.44,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,76.89,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,79.35,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,84.52,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3026.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3204.57,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3591.38,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,76.17,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,78.31,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,84.59,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3050.78,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3277.32,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3573.29,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,74.7,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,77.21,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,83.6,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3052.5,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3288.93,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3575.63,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,74.23,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,76.46,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,82.96,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3060.94,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3299.29,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3570.63,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,74.43,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,77.18,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,83.12,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3121.41,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3302.5,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3606.88,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,74.37,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,77.35,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,82.91,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3234.12,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3299.9,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3698.35,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,76.17,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,78.96,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,83.46,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3288.54,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3722.75,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,76.5,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,79.27,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,83.18,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3153.94,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3258.73,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3669.59,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.65,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,78.11,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,83.01,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3139.07,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3244.55,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3639.46,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,74.81,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,77.81,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,83.56,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3122.66,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3240.36,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3638.91,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,74.48,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,77.64,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,83.37,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3072.93,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3211.14,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3545.88,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.03,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,78.35,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,84.17,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2025-2026,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3012.19,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2025-2026,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3175.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2025-2026,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3477.35,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2025-2026,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,76.21,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2025-2026,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,79.08,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2025-2026,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,84.64,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_01_lattice.csv
2024-2025,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3400.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3000.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3400.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,75.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3300.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,70.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,2,3300.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,3,3500.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,80.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
2024-2025,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1,3150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_02_lattice.csv
